id,product,category,price,quantity,sale_date
4209,Laptop,Electronics,1519.14,1,3/19/2022
4210,Printer,Office Supplies,1841.18,3,5/27/2020
4211,Laptop,Electronics,1282.3,3,2/25/2021
4212,Printer,Office Supplies,388.6,10,1/11/2020
4213,Headphones,Audio,1814.73,1,1/6/2024
4214,Headphones,Audio,1081.2,2,6/6/2023
4215,Keyboard,Accessories,985.49,3,2/2/2022
4216,Headphones,Audio,1155.58,1,10/22/2021
4217,Tablet,Electronics,1638,1,1/15/2023
4218,Keyboard,Accessories,1675.38,10,9/24/2021
4219,Mouse,Accessories,684.77,5,5/11/2023
4220,Printer,Office Supplies,1883.61,9,8/14/2022
4221,Tablet,Electronics,511.92,5,9/13/2023
4222,Tablet,Electronics,1805.44,10,11/25/2023
4223,Mouse,Accessories,201.5,10,10/14/2022
4224,Tablet,Electronics,866.66,4,5/12/2021
4225,Smartphone,Electronics,1446.53,9,1/1/2020
4226,Printer,Office Supplies,1100.92,3,12/10/2021
4227,Mouse,Accessories,1417.63,10,3/11/2023
4228,Printer,Office Supplies,1367.13,6,9/28/2021
4229,Laptop,Electronics,505.88,6,6/1/2021
4230,Keyboard,Accessories,1613.66,2,7/9/2022
4231,Monitor,Accessories,1834.91,6,9/21/2021
4232,Headphones,Audio,421.91,6,6/11/2021
4233,Laptop,Electronics,223.77,5,8/28/2021
4234,Tablet,Electronics,1860.7,10,3/10/2021
4235,Keyboard,Accessories,1747.98,1,9/7/2020
4236,Smartphone,Electronics,554.36,1,3/8/2023
4237,Headphones,Audio,790.94,10,4/29/2021
4238,Printer,Office Supplies,986.12,7,4/15/2022
4239,Smartphone,Electronics,542.99,3,6/28/2020
4240,Tablet,Electronics,1690.89,7,1/11/2024
4241,Headphones,Audio,633.98,3,7/26/2022
4242,Headphones,Audio,444.55,3,5/21/2021
4243,Monitor,Accessories,527.8,7,9/5/2020
4244,Tablet,Electronics,952.18,9,6/27/2022
4245,Mouse,Accessories,757.77,8,5/25/2021
4246,Smartphone,Electronics,1027.86,1,1/26/2021
4247,Keyboard,Accessories,261.13,2,3/16/2022
4248,Smartphone,Electronics,1153.82,1,11/17/2020
4249,Tablet,Electronics,1028.67,2,7/5/2021
4250,Keyboard,Accessories,1612.59,10,1/2/2022
4251,Laptop,Electronics,1782.94,7,3/24/2021
4252,Mouse,Accessories,1472.86,3,3/2/2022
4253,Monitor,Accessories,1056.74,5,1/17/2021
4254,Printer,Office Supplies,1660.78,9,9/12/2022
4255,Tablet,Electronics,1789.72,9,6/18/2021
4256,Keyboard,Accessories,1715.07,7,5/12/2023
4257,Laptop,Electronics,547.1,5,6/3/2023
4258,Monitor,Accessories,770.58,5,6/12/2020
4259,Smartphone,Electronics,1818.43,10,9/15/2021
4260,Headphones,Audio,930.49,6,12/17/2021
4261,Headphones,Audio,467.08,2,2/4/2021
4262,Laptop,Electronics,493.38,5,12/20/2023
4263,Headphones,Audio,1015.76,1,6/20/2020
4264,Keyboard,Accessories,1159.25,9,7/19/2022
4265,Headphones,Audio,1609.52,9,11/6/2023
4266,Headphones,Audio,1176.33,1,1/24/2023
4267,Tablet,Electronics,736.79,4,5/6/2023
4268,Headphones,Audio,161.83,7,1/20/2022
4269,Monitor,Accessories,959.28,10,8/6/2023
4270,Headphones,Audio,211.9,3,12/15/2023
4271,Smartphone,Electronics,192.53,10,12/6/2021
4272,Mouse,Accessories,1782.14,9,6/22/2020
4273,Monitor,Accessories,71.62,4,5/21/2022
4274,Monitor,Accessories,1141.06,4,6/14/2023
4275,Tablet,Electronics,1699.64,10,4/25/2022
4276,Monitor,Accessories,307.68,3,3/30/2023
4277,Laptop,Electronics,613.56,1,6/12/2021
4278,Smartphone,Electronics,990.39,7,5/31/2021
4279,Mouse,Accessories,1774.63,6,9/12/2023
4280,Keyboard,Accessories,604.74,2,10/3/2021
4281,Tablet,Electronics,1058.16,9,6/22/2022
4282,Smartphone,Electronics,1149.16,10,4/12/2020
4283,Printer,Office Supplies,989.88,5,5/26/2023
4284,Smartphone,Electronics,1411.52,1,9/3/2022
4285,Tablet,Electronics,1700.25,7,1/24/2024
4286,Printer,Office Supplies,490.37,7,2/1/2022
4287,Mouse,Accessories,1773.22,7,3/10/2023
4288,Laptop,Electronics,715.94,6,11/25/2022
4289,Tablet,Electronics,314.96,10,2/6/2022
4290,Smartphone,Electronics,1959.6,2,1/28/2024
4291,Tablet,Electronics,1590.24,2,8/30/2023
4292,Printer,Office Supplies,1413.29,10,5/6/2023
4293,Mouse,Accessories,521.27,3,5/5/2022
4294,Keyboard,Accessories,573,2,11/25/2022
4295,Printer,Office Supplies,109.55,7,1/11/2020
4296,Mouse,Accessories,319.72,10,11/27/2023
4297,Keyboard,Accessories,189.72,10,8/27/2023
4298,Smartphone,Electronics,1266.15,8,2/4/2020
4299,Mouse,Accessories,1051.06,5,1/27/2020
4300,Smartphone,Electronics,625.39,10,7/2/2023
4301,Laptop,Electronics,1692.57,1,2/14/2020
4302,Laptop,Electronics,1851.36,6,2/21/2023
4303,Monitor,Accessories,564.01,9,7/25/2020
4304,Monitor,Accessories,806.14,8,3/23/2022
4305,Laptop,Electronics,276.74,2,4/21/2020
4306,Smartphone,Electronics,543.03,6,12/13/2022
4307,Laptop,Electronics,1492.34,1,12/26/2020
4308,Smartphone,Electronics,1645.92,4,7/2/2022
4309,Monitor,Accessories,884.14,4,10/6/2022
4310,Headphones,Audio,1399.12,1,7/15/2023
4311,Headphones,Audio,1968.89,3,12/31/2020
4312,Headphones,Audio,339.07,3,9/12/2023
4313,Tablet,Electronics,1155.66,4,8/5/2023
4314,Printer,Office Supplies,787.75,6,11/19/2020
4315,Monitor,Accessories,1293.31,5,7/13/2022
4316,Headphones,Audio,1061.93,1,8/5/2023
4317,Laptop,Electronics,873.47,10,3/3/2022
4318,Headphones,Audio,1054.07,2,1/3/2022
4319,Tablet,Electronics,765.73,9,2/22/2020
4320,Headphones,Audio,1295.88,7,4/12/2021
4321,Laptop,Electronics,50.17,8,8/18/2021
4322,Mouse,Accessories,972.55,1,3/18/2021
4323,Mouse,Accessories,1075.17,6,1/13/2024
4324,Mouse,Accessories,1820.96,8,2/26/2020
4325,Mouse,Accessories,678.81,2,5/4/2021
4326,Laptop,Electronics,824.85,10,8/14/2022
4327,Mouse,Accessories,1228.79,9,6/29/2023
4328,Keyboard,Accessories,587.05,1,2/5/2020
4329,Laptop,Electronics,653.21,2,2/19/2021
4330,Headphones,Audio,1056.47,6,4/16/2023
4331,Headphones,Audio,157.24,1,1/2/2024
4332,Laptop,Electronics,1289.33,4,5/13/2022
4333,Monitor,Accessories,737.85,3,10/17/2020
4334,Mouse,Accessories,1499.1,10,5/1/2023
4335,Keyboard,Accessories,921.37,5,12/22/2023
4336,Mouse,Accessories,203.75,8,12/20/2020
4337,Keyboard,Accessories,608.84,10,11/4/2023
4338,Monitor,Accessories,1475.51,6,7/28/2022
4339,Tablet,Electronics,907.95,9,11/17/2022
4340,Keyboard,Accessories,1377.33,10,1/9/2020
4341,Mouse,Accessories,386.99,1,12/11/2022
4342,Keyboard,Accessories,479.35,2,11/22/2022
4343,Mouse,Accessories,1207.85,1,5/19/2023
4344,Laptop,Electronics,1464.6,3,5/24/2023
4345,Mouse,Accessories,1804.48,5,7/18/2021
4346,Tablet,Electronics,245.65,5,7/11/2021
4347,Smartphone,Electronics,1125.22,6,12/22/2020
4348,Headphones,Audio,179.04,10,6/21/2020
4349,Laptop,Electronics,1958.3,7,11/22/2022
4350,Monitor,Accessories,146.66,3,3/12/2020
4351,Headphones,Audio,1246.93,4,3/20/2021
4352,Printer,Office Supplies,1350.2,1,8/19/2022
4353,Laptop,Electronics,302.43,5,2/27/2021
4354,Tablet,Electronics,449.93,4,10/8/2021
4355,Laptop,Electronics,1991.49,5,5/31/2022
4356,Monitor,Accessories,121.59,1,1/27/2021
4357,Laptop,Electronics,1323.58,5,7/18/2020
4358,Keyboard,Accessories,1066.41,1,12/7/2021
4359,Mouse,Accessories,1424.86,10,7/1/2020
4360,Headphones,Audio,835.59,3,2/20/2023
4361,Headphones,Audio,281.43,3,11/4/2021
4362,Keyboard,Accessories,749.13,1,1/1/2023
4363,Printer,Office Supplies,1119.87,2,7/28/2023
4364,Tablet,Electronics,607.46,10,3/23/2020
4365,Headphones,Audio,1549.82,8,9/14/2022
4366,Laptop,Electronics,1401.16,7,11/28/2023
4367,Smartphone,Electronics,1153.57,5,11/4/2023
4368,Monitor,Accessories,1347.8,8,12/7/2022
4369,Mouse,Accessories,1652.97,1,7/1/2020
4370,Headphones,Audio,51.2,3,5/26/2023
4371,Keyboard,Accessories,1458.28,3,7/27/2023
4372,Mouse,Accessories,1390.61,7,12/3/2020
4373,Tablet,Electronics,833.4,10,7/22/2021
4374,Tablet,Electronics,1325,3,6/25/2021
4375,Tablet,Electronics,387.65,3,8/22/2022
4376,Monitor,Accessories,1426.61,10,3/8/2023
4377,Headphones,Audio,1355.37,9,4/17/2022
4378,Monitor,Accessories,1187.49,1,4/27/2020
4379,Smartphone,Electronics,588.58,2,10/14/2023
4380,Mouse,Accessories,1204.82,1,9/21/2020
4381,Keyboard,Accessories,771.95,1,4/6/2022
4382,Monitor,Accessories,1773.86,2,4/11/2022
4383,Monitor,Accessories,290.47,10,1/6/2024
4384,Mouse,Accessories,1317.87,5,2/10/2023
4385,Smartphone,Electronics,1992.26,2,5/28/2021
4386,Headphones,Audio,1785.07,4,10/26/2021
4387,Tablet,Electronics,87.58,3,10/11/2021
4388,Printer,Office Supplies,206.83,10,5/30/2021
4389,Keyboard,Accessories,1257.55,8,3/2/2023
4390,Tablet,Electronics,1334.34,1,9/30/2020
4391,Headphones,Audio,118.94,2,9/9/2023
4392,Smartphone,Electronics,115.38,10,7/8/2022
4393,Keyboard,Accessories,1677.33,4,10/29/2020
4394,Printer,Office Supplies,1887.9,4,4/28/2021
4395,Monitor,Accessories,519.39,3,3/23/2022
4396,Printer,Office Supplies,239.82,1,3/26/2021
4397,Headphones,Audio,1356.32,6,2/21/2022
4398,Printer,Office Supplies,867.25,4,7/30/2021
4399,Smartphone,Electronics,996.46,4,3/30/2020
4400,Monitor,Accessories,984,5,10/7/2022
4401,Monitor,Accessories,558.56,2,12/31/2022
4402,Headphones,Audio,1748.63,3,4/30/2023
4403,Tablet,Electronics,1763.99,9,8/1/2022
4404,Mouse,Accessories,1771.82,9,5/10/2020
4405,Smartphone,Electronics,1944.27,6,5/27/2020
4406,Laptop,Electronics,1908.89,4,12/8/2021
4407,Tablet,Electronics,95.01,10,4/2/2021
4408,Laptop,Electronics,171.9,10,10/5/2023
4409,Monitor,Accessories,1608.38,9,3/15/2021
4410,Mouse,Accessories,1687.82,1,10/17/2023
4411,Laptop,Electronics,1340.8,1,9/15/2022
4412,Smartphone,Electronics,1962.48,3,9/9/2021
4413,Laptop,Electronics,462.27,5,12/21/2020
4414,Monitor,Accessories,1593.04,10,1/13/2020
4415,Tablet,Electronics,1689.61,1,7/25/2023
4416,Laptop,Electronics,850.35,5,7/12/2022
4417,Tablet,Electronics,851.31,8,11/20/2022
4418,Mouse,Accessories,593.89,7,4/6/2022
4419,Printer,Office Supplies,454.34,10,6/24/2023
4420,Smartphone,Electronics,1658.96,3,8/5/2021
4421,Mouse,Accessories,681.96,3,12/20/2020
4422,Printer,Office Supplies,362.82,7,5/17/2023
4423,Headphones,Audio,1936.99,9,3/28/2023
4424,Smartphone,Electronics,557.12,4,6/8/2023
4425,Smartphone,Electronics,1419.82,4,2/14/2020
4426,Headphones,Audio,1293.44,1,6/25/2021
4427,Tablet,Electronics,652.76,1,1/19/2020
4428,Headphones,Audio,1560.31,10,11/19/2020
4429,Headphones,Audio,1750.95,5,8/28/2023
4430,Printer,Office Supplies,626.37,1,5/14/2020
4431,Smartphone,Electronics,1191.09,10,6/28/2020
4432,Laptop,Electronics,1921.64,1,3/18/2020
4433,Mouse,Accessories,1725.13,1,12/19/2021
4434,Smartphone,Electronics,1213.45,6,8/20/2023
4435,Keyboard,Accessories,1162.08,6,1/22/2024
4436,Keyboard,Accessories,889.75,9,12/17/2020
4437,Headphones,Audio,681.45,6,1/31/2020
4438,Tablet,Electronics,481.66,1,5/13/2021
4439,Smartphone,Electronics,1283.04,7,3/16/2022
4440,Monitor,Accessories,68.16,4,9/12/2021
4441,Tablet,Electronics,1698.51,9,6/15/2023
4442,Mouse,Accessories,779.78,3,9/25/2023
4443,Monitor,Accessories,1203.73,7,11/15/2022
4444,Monitor,Accessories,1894.91,6,5/8/2021
4445,Headphones,Audio,733.16,4,2/24/2022
4446,Tablet,Electronics,1236.1,5,10/27/2021
4447,Mouse,Accessories,300.46,9,1/9/2022
4448,Mouse,Accessories,205.52,4,12/22/2020
4449,Keyboard,Accessories,1047.9,1,9/8/2021
4450,Monitor,Accessories,1451.3,2,5/28/2021
4451,Smartphone,Electronics,1173.55,3,1/21/2021
4452,Smartphone,Electronics,810.84,6,3/24/2022
4453,Printer,Office Supplies,1958.55,4,2/15/2022
4454,Printer,Office Supplies,497.09,7,2/8/2020
4455,Tablet,Electronics,1303.11,4,4/6/2023
4456,Mouse,Accessories,1156.96,10,5/3/2023
4457,Keyboard,Accessories,1188.98,10,11/7/2022
4458,Printer,Office Supplies,407.33,2,8/9/2022
4459,Keyboard,Accessories,1583.14,4,12/24/2021
4460,Smartphone,Electronics,1050.83,5,1/22/2020
4461,Keyboard,Accessories,1143.74,3,2/17/2020
4462,Tablet,Electronics,1417.33,10,4/11/2023
4463,Monitor,Accessories,396.97,8,2/15/2021
4464,Laptop,Electronics,1970.65,5,2/3/2020
4465,Tablet,Electronics,186.44,5,8/8/2022
4466,Monitor,Accessories,457.35,7,1/29/2023
4467,Keyboard,Accessories,457.53,10,4/30/2021
4468,Printer,Office Supplies,493.18,9,6/9/2020
4469,Headphones,Audio,221.1,9,3/4/2023
4470,Monitor,Accessories,286.56,9,8/3/2021
4471,Tablet,Electronics,772.39,5,4/29/2022
4472,Headphones,Audio,1522.1,6,10/10/2021
4473,Tablet,Electronics,326.47,1,6/24/2020
4474,Mouse,Accessories,1380.88,8,9/13/2022
4475,Keyboard,Accessories,94.89,2,12/16/2022
4476,Mouse,Accessories,107.27,5,12/11/2020
4477,Smartphone,Electronics,1063.08,8,6/5/2022
4478,Tablet,Electronics,292.53,8,9/1/2021
4479,Keyboard,Accessories,1255.03,5,8/29/2022
4480,Laptop,Electronics,1687.28,9,11/21/2023
4481,Laptop,Electronics,1146.07,10,9/24/2023
4482,Monitor,Accessories,1975.38,10,4/15/2020
4483,Smartphone,Electronics,875.45,7,7/24/2022
4484,Keyboard,Accessories,1283.67,6,2/27/2022
4485,Printer,Office Supplies,137.83,8,11/16/2020
4486,Monitor,Accessories,844.51,2,7/27/2022
4487,Laptop,Electronics,352.28,7,3/9/2020
4488,Monitor,Accessories,1694.52,5,9/5/2020
4489,Tablet,Electronics,1582.18,2,9/10/2023
4490,Laptop,Electronics,833,7,12/17/2022
4491,Mouse,Accessories,1749.37,2,4/4/2023
4492,Mouse,Accessories,1780.28,5,10/30/2022
4493,Headphones,Audio,1228.82,4,5/10/2023
4494,Tablet,Electronics,1002.73,5,10/13/2023
4495,Monitor,Accessories,89.67,8,1/27/2021
4496,Laptop,Electronics,507.87,1,1/18/2021
4497,Mouse,Accessories,1074.09,10,2/7/2022
4498,Monitor,Accessories,1425.28,7,4/30/2021
4499,Mouse,Accessories,1943.2,2,1/29/2023
4500,Mouse,Accessories,65.38,8,1/22/2021
4501,Tablet,Electronics,1630.23,4,9/12/2020
4502,Printer,Office Supplies,1745.09,3,1/22/2024
4503,Printer,Office Supplies,457.5,4,10/6/2023
4504,Monitor,Accessories,593.17,8,7/16/2023
4505,Tablet,Electronics,490.06,6,12/9/2021
4506,Monitor,Accessories,827.7,2,6/6/2022
4507,Smartphone,Electronics,78,3,9/14/2021
4508,Monitor,Accessories,913.64,8,2/5/2022
4509,Smartphone,Electronics,1714.36,8,5/26/2021
4510,Headphones,Audio,865.72,2,2/10/2020
4511,Tablet,Electronics,590.77,10,9/9/2023
4512,Monitor,Accessories,615.31,7,11/11/2021
4513,Keyboard,Accessories,475.28,8,10/23/2021
4514,Monitor,Accessories,1691.55,9,2/8/2022
4515,Mouse,Accessories,458.13,8,12/16/2020
4516,Headphones,Audio,1772.13,2,4/14/2022
4517,Printer,Office Supplies,300.87,9,2/1/2021
4518,Smartphone,Electronics,942.91,6,8/2/2020
4519,Tablet,Electronics,1644.57,10,11/30/2022
4520,Keyboard,Accessories,1237.33,9,3/24/2020
4521,Headphones,Audio,1303.45,10,9/12/2023
4522,Monitor,Accessories,566.49,7,12/19/2020
4523,Monitor,Accessories,1700.26,2,10/12/2022
4524,Mouse,Accessories,59.92,4,2/23/2023
4525,Monitor,Accessories,1623.61,7,5/4/2022
4526,Mouse,Accessories,1680.64,7,8/6/2020
4527,Tablet,Electronics,394.48,2,11/20/2021
4528,Smartphone,Electronics,391.26,10,3/7/2021
4529,Headphones,Audio,332.88,2,4/30/2020
4530,Headphones,Audio,1528.62,3,7/7/2023
4531,Mouse,Accessories,1915.64,5,7/2/2020
4532,Mouse,Accessories,469.91,4,11/23/2020
4533,Laptop,Electronics,1967.12,4,8/12/2023
4534,Headphones,Audio,561.65,9,12/16/2020
4535,Mouse,Accessories,298.2,4,10/16/2021
4536,Printer,Office Supplies,1140.65,10,10/1/2020
4537,Monitor,Accessories,1037.22,9,2/2/2024
4538,Monitor,Accessories,1272.86,8,12/28/2022
4539,Smartphone,Electronics,1335.74,8,1/16/2024
4540,Printer,Office Supplies,940.02,6,3/17/2023
4541,Monitor,Accessories,153.33,7,8/14/2021
4542,Smartphone,Electronics,1933.12,5,1/15/2023
4543,Monitor,Accessories,1006.19,9,10/26/2023
4544,Headphones,Audio,651.79,10,4/4/2022
4545,Mouse,Accessories,1817.71,2,1/3/2024
4546,Monitor,Accessories,1330.64,4,2/28/2022
4547,Mouse,Accessories,1805.13,6,1/14/2021
4548,Smartphone,Electronics,1059.88,5,5/27/2021
4549,Laptop,Electronics,1012.1,8,9/27/2020
4550,Laptop,Electronics,688.71,8,8/19/2022
4551,Headphones,Audio,322.88,5,4/1/2021
4552,Headphones,Audio,413.6,4,6/13/2020
4553,Laptop,Electronics,473.24,5,9/9/2020
4554,Printer,Office Supplies,153.91,2,3/6/2023
4555,Keyboard,Accessories,1994.64,4,6/8/2022
4556,Keyboard,Accessories,1562.88,4,7/24/2022
4557,Headphones,Audio,1391.89,1,5/16/2021
4558,Smartphone,Electronics,1653.43,10,9/21/2020
4559,Laptop,Electronics,1355.02,3,2/23/2023
4560,Mouse,Accessories,1953.55,7,10/18/2022
4561,Laptop,Electronics,1466.45,6,12/8/2023
4562,Keyboard,Accessories,767.06,5,2/15/2021
4563,Smartphone,Electronics,945.1,1,1/21/2022
4564,Headphones,Audio,326.86,3,3/10/2023
4565,Keyboard,Accessories,268.96,6,2/25/2021
4566,Printer,Office Supplies,1971.82,1,8/15/2020
4567,Laptop,Electronics,1434.99,7,5/17/2020
4568,Monitor,Accessories,1979.09,6,8/26/2022
4569,Keyboard,Accessories,1678.92,1,6/1/2023
4570,Mouse,Accessories,1604.83,1,1/6/2022
4571,Smartphone,Electronics,600.48,10,4/9/2022
4572,Mouse,Accessories,1961.34,6,6/25/2020
4573,Keyboard,Accessories,246.97,7,6/21/2020
4574,Printer,Office Supplies,776.36,6,11/9/2021
4575,Printer,Office Supplies,1535.93,4,1/21/2021
4576,Laptop,Electronics,1968.56,8,4/23/2022
4577,Smartphone,Electronics,1005.58,1,12/25/2022
4578,Mouse,Accessories,1844.86,10,11/3/2023
4579,Keyboard,Accessories,1133.98,7,12/30/2020
4580,Printer,Office Supplies,359.93,7,6/3/2022
4581,Laptop,Electronics,1584.67,10,7/28/2023
4582,Smartphone,Electronics,1575.43,3,1/7/2020
4583,Keyboard,Accessories,1401.18,8,3/18/2023
4584,Monitor,Accessories,871.37,4,5/26/2022
4585,Keyboard,Accessories,1218.34,2,6/7/2022
4586,Monitor,Accessories,177.46,8,5/22/2023
4587,Smartphone,Electronics,907.3,1,9/27/2023
4588,Printer,Office Supplies,1897.16,9,6/7/2023
4589,Tablet,Electronics,1453.37,9,7/31/2020
4590,Laptop,Electronics,1167.91,9,2/3/2024
4591,Monitor,Accessories,1807.17,7,8/23/2020
4592,Headphones,Audio,989.75,1,12/29/2021
4593,Monitor,Accessories,1691.25,9,7/11/2023
4594,Tablet,Electronics,1813.25,4,7/30/2022
4595,Printer,Office Supplies,64.54,9,1/15/2024
4596,Tablet,Electronics,1542.12,2,2/20/2021
4597,Printer,Office Supplies,1891.44,1,5/27/2022
4598,Tablet,Electronics,1203.36,9,12/21/2022
4599,Tablet,Electronics,688.93,3,3/12/2021
4600,Printer,Office Supplies,571.54,2,5/28/2020
4601,Keyboard,Accessories,1622.63,8,11/26/2023
4602,Laptop,Electronics,1143.39,4,10/13/2023
4603,Printer,Office Supplies,1050.84,3,3/2/2022
4604,Tablet,Electronics,838.59,8,6/29/2022
4605,Keyboard,Accessories,1170.49,5,9/27/2020
4606,Headphones,Audio,808.13,8,6/25/2021
4607,Smartphone,Electronics,979.96,5,10/22/2020
4608,Headphones,Audio,401.35,6,1/5/2020
4609,Keyboard,Accessories,1947.99,6,11/29/2020
4610,Keyboard,Accessories,142.05,9,12/10/2020
4611,Mouse,Accessories,452.77,6,5/7/2023
4612,Monitor,Accessories,1849.06,3,8/10/2023
4613,Monitor,Accessories,706.15,2,11/10/2023
4614,Printer,Office Supplies,213.9,10,2/23/2021
4615,Laptop,Electronics,1528.51,6,10/17/2023
4616,Laptop,Electronics,1884.08,10,1/9/2024
4617,Monitor,Accessories,507.63,6,10/21/2022
4618,Tablet,Electronics,782.58,6,7/14/2021
4619,Printer,Office Supplies,1519.67,4,10/7/2020
4620,Keyboard,Accessories,1285.38,3,9/10/2022
4621,Keyboard,Accessories,521.07,8,1/19/2023
4622,Keyboard,Accessories,1078.39,10,4/3/2020
4623,Headphones,Audio,684.12,6,4/14/2020
4624,Tablet,Electronics,1045.1,1,12/22/2021
4625,Smartphone,Electronics,1622.14,2,10/4/2023
4626,Tablet,Electronics,1015.04,4,10/30/2021
4627,Monitor,Accessories,857.83,6,1/14/2021
4628,Laptop,Electronics,1967.42,7,2/7/2022
4629,Laptop,Electronics,723.76,5,4/11/2020
4630,Monitor,Accessories,483.91,7,12/26/2021
4631,Mouse,Accessories,615.17,3,9/19/2023
4632,Tablet,Electronics,1993.94,2,12/10/2022
4633,Laptop,Electronics,1963.45,2,8/13/2023
4634,Mouse,Accessories,1183.9,10,3/7/2021
4635,Mouse,Accessories,1785.52,1,10/2/2023
4636,Mouse,Accessories,1170.33,3,4/22/2022
4637,Printer,Office Supplies,1683.96,4,5/29/2020
4638,Headphones,Audio,1164.38,5,4/26/2022
4639,Mouse,Accessories,1361,2,2/28/2020
4640,Tablet,Electronics,614.19,6,9/18/2021
4641,Mouse,Accessories,412.53,6,4/16/2023
4642,Mouse,Accessories,1113.37,8,7/25/2020
4643,Headphones,Audio,1420.94,10,12/9/2023
4644,Monitor,Accessories,347.96,1,3/28/2023
4645,Laptop,Electronics,1664.95,9,7/27/2022
4646,Printer,Office Supplies,1098.73,8,1/28/2021
4647,Keyboard,Accessories,939.14,4,10/23/2020
4648,Keyboard,Accessories,1210.29,9,4/24/2022
4649,Headphones,Audio,1411.58,5,11/17/2021
4650,Smartphone,Electronics,1981.43,2,10/28/2023
4651,Printer,Office Supplies,227.86,8,3/17/2023
4652,Mouse,Accessories,1815.4,5,7/4/2020
4653,Monitor,Accessories,1234.59,6,2/8/2023
4654,Monitor,Accessories,679.6,7,8/24/2023
4655,Keyboard,Accessories,336.05,5,6/7/2020
4656,Smartphone,Electronics,528.84,2,10/24/2020
4657,Laptop,Electronics,278.62,3,6/15/2023
4658,Tablet,Electronics,1530.96,1,12/23/2020
4659,Laptop,Electronics,1683.62,9,2/12/2020
4660,Smartphone,Electronics,685.69,4,12/11/2020
4661,Keyboard,Accessories,1903.74,7,6/17/2021
4662,Laptop,Electronics,1540.54,4,7/1/2023
4663,Keyboard,Accessories,112.21,8,7/26/2020
4664,Smartphone,Electronics,1255.06,3,1/22/2022
4665,Smartphone,Electronics,1365.47,9,4/27/2023
4666,Monitor,Accessories,141.88,8,7/14/2020
4667,Printer,Office Supplies,1844.94,4,12/22/2021
4668,Printer,Office Supplies,1817.81,7,5/22/2021
4669,Monitor,Accessories,1119.2,5,6/20/2021
4670,Monitor,Accessories,1263.18,5,11/1/2023
4671,Printer,Office Supplies,52.88,1,12/17/2020
4672,Monitor,Accessories,1250.81,4,4/8/2020
4673,Smartphone,Electronics,1906.57,9,1/24/2021
4674,Headphones,Audio,1256.58,2,4/19/2022
4675,Printer,Office Supplies,1623.59,7,4/28/2021
4676,Tablet,Electronics,1256.23,9,9/7/2020
4677,Laptop,Electronics,848.95,3,7/18/2020
4678,Monitor,Accessories,773.18,9,5/4/2020
4679,Keyboard,Accessories,513.5,7,3/6/2020
4680,Smartphone,Electronics,1031.97,1,3/1/2022
4681,Laptop,Electronics,1159.42,9,11/19/2021
4682,Printer,Office Supplies,1914.56,6,7/31/2022
4683,Monitor,Accessories,1374.86,6,7/15/2021
4684,Tablet,Electronics,758.83,6,10/16/2023
4685,Tablet,Electronics,315.39,5,11/24/2022
4686,Keyboard,Accessories,1404.98,4,8/12/2021
4687,Headphones,Audio,1779.11,1,3/3/2022
4688,Tablet,Electronics,503.19,2,1/20/2023
4689,Tablet,Electronics,638.66,6,1/15/2023
4690,Laptop,Electronics,1942.15,1,10/13/2023
4691,Smartphone,Electronics,420.38,4,5/19/2020
4692,Headphones,Audio,888.45,10,8/11/2022
4693,Laptop,Electronics,1737.62,8,9/26/2022
4694,Laptop,Electronics,58.89,9,6/10/2020
4695,Printer,Office Supplies,1453.5,6,4/17/2020
4696,Mouse,Accessories,1241.18,7,10/5/2021
4697,Mouse,Accessories,70.63,8,4/29/2021
4698,Tablet,Electronics,1021.76,9,4/6/2021
4699,Monitor,Accessories,842.45,8,8/24/2020
4700,Laptop,Electronics,376.83,6,8/7/2022
4701,Monitor,Accessories,318.02,1,6/27/2020
4702,Headphones,Audio,401.48,4,1/11/2024
4703,Tablet,Electronics,866.3,8,4/25/2023
4704,Mouse,Accessories,1749.54,2,3/22/2020
4705,Tablet,Electronics,1581.67,3,6/10/2022
4706,Mouse,Accessories,1280.32,6,10/7/2020
4707,Keyboard,Accessories,960.63,4,4/4/2023
4708,Tablet,Electronics,569.01,8,5/19/2021
4709,Headphones,Audio,844.72,10,8/17/2021
4710,Laptop,Electronics,1401.71,4,1/13/2023
4711,Monitor,Accessories,1977.9,10,8/26/2021
4712,Tablet,Electronics,701.21,10,12/2/2021
4713,Tablet,Electronics,151.04,1,7/9/2020
4714,Monitor,Accessories,1908.11,10,2/11/2021
4715,Keyboard,Accessories,607.37,4,10/18/2023
4716,Monitor,Accessories,1326.76,10,5/4/2023
4717,Keyboard,Accessories,544.14,3,11/11/2020
4718,Laptop,Electronics,1533.36,10,2/9/2020
4719,Monitor,Accessories,836.48,6,6/24/2022
4720,Monitor,Accessories,1285.51,4,6/21/2021
4721,Keyboard,Accessories,91.5,8,7/4/2020
4722,Tablet,Electronics,1366.72,5,12/13/2023
4723,Tablet,Electronics,983.5,3,12/21/2020
4724,Printer,Office Supplies,1970.76,3,3/5/2022
4725,Tablet,Electronics,1770.33,9,1/21/2024
4726,Smartphone,Electronics,1167.83,2,8/23/2023
4727,Headphones,Audio,1570.62,4,11/23/2020
4728,Headphones,Audio,1248.49,6,7/3/2020
4729,Tablet,Electronics,1430.34,4,3/3/2021
4730,Monitor,Accessories,473.56,5,3/18/2023
4731,Laptop,Electronics,496.05,10,7/6/2023
